Key,File,Type,UsedInMainMenu,english
itemAECSirenHeadDefenseContract,,,,"[FF0000]AEC 5★ |[-] [FF0000]Siren Head Contract: Boss Defense[-]"
itemAECSirenHeadDefenseContract_desc,,,,"A night defense contract. Reach the POI first, survive the burnt assault, and kill Siren Head when it appears."
questAECSirenHeadHunt_name,quests,,,[B85C38]Hunt: Siren Head[-]
questAECSirenHeadHunt_subtitle,quests,,,T5 Boss Hunt
questAECSirenHeadHunt_description,quests,,,Activate the rally, place the lure, survive three night waves, then kill Siren Head.
questAECSirenHeadHunt_offer,quests,,,Night contract. Siren Head is roaming in the wild. Get there after dark, trigger the rally, place the lure, and put it down.
questAECSirenHeadHunt_statement,quests,,,Activate the rally at night, place the lure, and kill Siren Head.
questAECSirenHeadHunt_response,quests,,,AEC BOSS FIGHT - [FF0000]Hunt: Siren Head[-]
questAECSirenHeadHunt_completion,quests,,,Signal terminated. Siren Head is down.
questAECSirenHeadDefense_name,quests,,,[B85C38]Defense: Siren Signal[-]
questAECSirenHeadDefense_subtitle,quests,,,T5 POI Defense
questAECSirenHeadDefense_description,quests,,,Clear the POI first, then survive burnt-zombie waves and kill Siren Head.
questAECSirenHeadDefense_offer,quests,,,Defense contract. Siren Head is drawing burnt zombies onto a location. Get there at night, hold the site, and kill it.
questAECSirenHeadDefense_statement,quests,,,Reach the location at night and kill Siren Head.
questAECSirenHeadDefense_response,quests,,,AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]
questAECSirenHeadDefense_completion,quests,,,The signal is gone. The position is secure.
questAECSirenHead_obj_wave1,quests,,,Kill the incoming burnt zombies
questAECSirenHead_obj_wave2,quests,,,Kill the stronger burnt infected
questAECSirenHead_obj_wave3,quests,,,Survive the final burnt wave
questAECSirenHeadHunt_obj_kill,quests,,,Kill Siren Head
questAECSirenHeadDefense_obj_kill,quests,,,Kill Siren Head
eventAECSirenHeadHuntArrival_msg,gameevents,,,ALERT: Siren Head has been heard in the area. The hunt begins only at night.
eventAECSirenHeadDefenseArrival_msg,gameevents,,,DEFENSE: Siren Head is approaching this position. Burnt zombies are moving in first.
eventAECSirenHeadWave1_msg,gameevents,,,WAVE 1: Burnt zombies are staggering toward the signal.
eventAECSirenHeadWave2_msg,gameevents,,,WAVE 2: Stronger burnt infected are closing in.
eventAECSirenHeadWave3_msg,gameevents,,,FINAL WAVE: The burnt horde is peaking. Siren Head is next.
eventAECSirenHeadHuntBossSpawn_msg,gameevents,,,BOSS: Siren Head is entering the hunt zone. Expect long reach and relentless pressure.
eventAECSirenHeadDefenseBossSpawn_msg,gameevents,,,BOSS: Siren Head has breached the defense zone. Drop it before it corners you.
buffAECSirenHeadPlayerAura,,,,"[B85C38]SIREN HEAD NEARBY[-]"
buffAECSirenHeadPlayerAuraDesc,,,,Siren Head is close. The oppressive signal drains stamina and keeps pressure on anyone nearby.
AECTheDruidBoss,entityclasses,Entity,,[FF4500]BOSS[-] The Druid
AECDruidMinionC4Wolf,entityclasses,Entity,,[7CCB5E]Druid C4 Wolf[-]
AECDruidBossLootBag,entityclasses,Entity,,[FF4500]BOSS[-] [FFD700]Druid's Loot Bag[-]
AECDruidMinionLootBag,entityclasses,Entity,,[7CCB5E]Druid Minion Loot Bag[-]
AECDruidMinionStagAggro,entityclasses,Entity,,[7CCB5E]Enraged Stag[-]
AECDruidMinionChickenAggro,entityclasses,Entity,,[7CCB5E]Feral Chicken[-]
AECDruidMinionBoarAggro,entityclasses,Entity,,[7CCB5E]Enraged Boar[-]
AECDruidMinionBossBoar,entityclasses,Entity,,[7CCB5E]Boss Boar[-]
AECDruidMinionDireWolf,entityclasses,Entity,,[7CCB5E]Dire Wolf[-]
AECDruidMinionWolfAggro,entityclasses,Entity,,[7CCB5E]Enraged Wolf[-]
AECDruidMinionGiantChicken,entityclasses,Entity,,[7CCB5E]Giant Explosive Chicken[-]
AECDruidMinionBear,entityclasses,Entity,,[7CCB5E]Grizzly Bear[-]
AECDruidMinionZombieBear,entityclasses,Entity,,[7CCB5E]Zombie Bear[-]
buffAECDruidPlayerAura,,,,"[2E8B57]THE DRUID NEARBY[-]"
buffAECDruidPlayerAuraDesc,,,,"The Druid is close. Expect poison pressure, animal swarms, and escalating reinforcements from every direction."
itemAECDruidHead,,,,"[2E8B57]AEC[-] [FFD700]Druid's Head[-]"
itemAECDruidHead_desc,,,,"The severed head of The Druid, tangled with roots and bone charms. Proof the wild priestess has fallen."
itemAECDruidArm,,,,"[2E8B57]AEC[-] [FFD700]Druid's Arm[-]"
itemAECDruidArm_desc,,,,"One of The Druid's twisted arms, wrapped in bark, leather, and old ritual scars."
itemAECDruidLeg,,,,"[2E8B57]AEC[-] [FFD700]Druid's Leg[-]"
itemAECDruidLeg_desc,,,,"A leg torn from The Druid's corpse. Mud, blood, and forest rot still cling to it."
itemAECDruidTorso,,,,"[2E8B57]AEC[-] [FFD700]Druid's Torso[-]"
itemAECDruidTorso_desc,,,,"The Druid's torso, layered in charms, bone fragments, and rotting plant growth."
itemAECDruidHeart,,,,"[2E8B57]AEC[-] [FFD700]Druid's Heart[-]"
itemAECDruidHeart_desc,,,,"The blackened heart of The Druid. It still pulses like something in the forest is watching."
itemAECDruidHuntBundle,,,,"[2E8B57]AEC[-] [FFD700]Druid Boss Trophy Bundle[-]"
itemAECDruidHuntBundle_desc,,,,"Open to receive random trophies from The Druid's corpse: arm, leg, torso, head, or the rare heart."
itemAECDruidWaveBundle,,,,"[2E8B57]AEC[-] [7CCB5E]Druid Minion Trophy Bundle[-]"
itemAECDruidWaveBundle_desc,,,,"Open to receive a random trophy reward from Druid minion contracts."
itemAECDruidGauntletBundle,,,,"[0B6E4F]AEC[-] [FFD700]Druid Gauntlet Trophy Bundle[-]"
itemAECDruidGauntletBundle_desc,,,,"Open to receive premium trophies earned by surviving The Druid's full ten-wave gauntlet."
itemAECDruidWaveContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Druid Contract: Minion Horde[-]"
itemAECDruidWaveContract_desc,,,,"A survival contract against mixed waves of The Druid's animal minions in the wilderness."
itemAECDruidHuntContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Druid Contract: Boss Hunt[-]"
itemAECDruidHuntContract_desc,,,,"Survive The Druid's animal waves, then kill the boss herself."
itemAECDruidDefenseWaveContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Druid Contract: Minion Defense[-]"
itemAECDruidDefenseWaveContract_desc,,,,"Defend a POI against mixed waves of Druid minions. Expect claws, horns, and explosions."
itemAECDruidDefenseHuntContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Druid Contract: Boss Siege[-]"
itemAECDruidDefenseHuntContract_desc,,,,"Hold a POI against The Druid's packs, then bring down the boss on-site."
itemAECDruidGauntletContract,,,,"[FF0000]AEC 6★ |[-] [C77DFF]Druid Contract: Wild Gauntlet[-]"
itemAECDruidGauntletContract_desc,,,,"The hardest Druid contract: survive ten escalating waves of beasts and monstrosities, then kill The Druid."
questAECDruidWave_name,quests,,,"[2E8B57]Horde: Druid Menagerie[-]"
questAECDruidWave_subtitle,quests,,,T3 Horde Defense
questAECDruidWave_description,quests,,,"Activate the rally, place the lure, then hold the line against three escalating Druid waves."
questAECDruidWave_offer,quests,,,"The Druid's creatures are massing nearby. Get there, trigger the rally, place the lure, and stop the swarm before it spreads."
questAECDruidWave_statement,quests,,,"survive three mixed Druid waves, and return alive."
questAECDruidWave_response,quests,,,"AEC HORDE - [2E8B57]Horde: Druid Menagerie[-]"
questAECDruidWave_completion,quests,,,"You survived the horde. Here's your payment."
questAECDruidHunt_name,quests,,,"[2E8B57]Hunt: BOSS The Druid[-]"
questAECDruidHunt_subtitle,quests,,,T4 Boss Hunt
questAECDruidHunt_description,quests,,,"Activate the rally, place the lure, survive the enraged animal waves, then kill The Druid."
questAECDruidHunt_offer,quests,,,"Big contract. The Druid is sending everything first. Trigger the rally, place the lure, survive the waves, and finish her."
questAECDruidHunt_statement,quests,,,"survive three mixed waves, then kill The Druid."
questAECDruidHunt_response,quests,,,"AEC HORDE - [2E8B57]Hunt: BOSS The Druid[-]"
questAECDruidHunt_completion,quests,,,"The Druid is dead. Take your reward."
questAECDruidDefenseWave_name,quests,,,"[2E8B57]Defense: Druid Menagerie[-]"
questAECDruidDefenseWave_subtitle,quests,,,T3 POI Defense
questAECDruidDefenseWave_description,quests,,,"Clear the POI first, then survive waves of mixed animal packs."
questAECDruidDefenseWave_offer,quests,,,"I've got a defense job. The Druid's animals are swarming a POI and I need someone stubborn enough to hold it."
questAECDruidDefenseWave_statement,quests,,,"Reach the location and hold through three mixed waves of Druid minions."
questAECDruidDefenseWave_response,quests,,,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDruidDefenseWave_completion,quests,,,"The position held. Good work."
questAECDruidDefenseHunt_name,quests,,,"[2E8B57]Siege: BOSS The Druid[-]"
questAECDruidDefenseHunt_subtitle,quests,,,T4 POI Siege
questAECDruidDefenseHunt_description,quests,,,"Clear the POI first, then survive waves of mixed animal packs and kill The Druid."
questAECDruidDefenseHunt_offer,quests,,,"Hard siege contract. The Druid is entrenched with her beasts. Survive the waves and kill her on the field."
questAECDruidDefenseHunt_statement,quests,,,"Reach the location, survive the waves, then kill The Druid."
questAECDruidDefenseHunt_response,quests,,,"AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDruidDefenseHunt_completion,quests,,,"You beat The Druid on her own ground. Here's your cut."
questAECDruidGauntlet_name,quests,,,"[0B6E4F]Gauntlet: The Wild Hunt[-]"
questAECDruidGauntlet_subtitle,quests,,,T6 Ten-Wave Boss Gauntlet
questAECDruidGauntlet_description,quests,,,"Activate the rally, place the lure, survive ten escalating waves of beasts and monstrosities, then kill The Druid."
questAECDruidGauntlet_offer,quests,,,"This is the worst contract I've got. Trigger the rally, place the lure, endure ten waves of her full menagerie, then kill The Druid herself."
questAECDruidGauntlet_statement,quests,,,"survive ten escalating waves, then kill The Druid."
questAECDruidGauntlet_response,quests,,,"AEC LEGENDARY CONTRACT - [0B6E4F]Gauntlet: The Wild Hunt[-]"
questAECDruidGauntlet_completion,quests,,,"You survived the whole gauntlet and killed The Druid. That's not normal. Here's everything we promised."
questAECDruid_obj_wave1,quests,,,"Wave 1: Kill Druid Minions"
questAECDruid_obj_wave2,quests,,,"Wave 2: Kill Druid Minions"
questAECDruid_obj_wave3,quests,,,"Wave 3: Kill Druid Minions"
questAECDruidHunt_obj_kill,quests,,,"Kill BOSS The Druid"
questAECDruidDefenseHunt_obj_kill,quests,,,"Kill BOSS The Druid"
questAECDruidGauntlet_obj_wave1,quests,,,"Gauntlet Wave 1: Kill the Chickens"
questAECDruidGauntlet_obj_wave2,quests,,,"Gauntlet Wave 2: Kill the Wolves"
questAECDruidGauntlet_obj_wave3,quests,,,"Gauntlet Wave 3: Kill the Stags"
questAECDruidGauntlet_obj_wave4,quests,,,"Gauntlet Wave 4: Kill the Boars"
questAECDruidGauntlet_obj_wave5,quests,,,"Gauntlet Wave 5: Kill the Giant Chickens"
questAECDruidGauntlet_obj_wave6,quests,,,"Gauntlet Wave 6: Kill the Bears"
questAECDruidGauntlet_obj_wave7,quests,,,"Gauntlet Wave 7: Kill the Boss Boars"
questAECDruidGauntlet_obj_wave8,quests,,,"Gauntlet Wave 8: Kill the C4 Wolves"
questAECDruidGauntlet_obj_wave9,quests,,,"Gauntlet Wave 9: Kill the Heavy Pack"
questAECDruidGauntlet_obj_wave10,quests,,,"Gauntlet Wave 10: Kill the Full Menagerie"
questAECDruidGauntlet_obj_kill,quests,,,"Kill BOSS The Druid"
eventAECDruidWaveArrival_msg,gameevents,,,ALERT: Druid minions are converging on your position!
eventAECDruidWave1_msg,gameevents,,,WAVE 1: The first pack is charging in!
eventAECDruidWave2_msg,gameevents,,,WAVE 2: Larger beasts are joining the hunt!
eventAECDruidWave3_msg,gameevents,,,FINAL WAVE: The whole forest is coming for you!
eventAECDruidHuntArrival_msg,gameevents,,,DRUID HUNT: Survive the animal waves, then face The Druid herself!
eventAECDruidHuntBossSpawn_msg,gameevents,,,BOSS: The Druid steps into the fight!
eventAECDruidDefenseWaveArrival_msg,gameevents,,,DEFENSE: Druid minions are swarming this location. Hold it!
eventAECDruidDefenseHuntArrival_msg,gameevents,,,DEFENSE HUNT: Hold this ground through the waves and kill The Druid!
eventAECDruidDefenseHuntBossSpawn_msg,gameevents,,,BOSS: The Druid has reached the siege line!
eventAECDruidGauntletArrival_msg,gameevents,,,GAUNTLET: The Druid is unleashing her full menagerie. Ten waves. No breaks.
eventAECDruidGauntletWave1_msg,gameevents,,,GAUNTLET WAVE 1: Feral chickens flood the field!
eventAECDruidGauntletWave2_msg,gameevents,,,GAUNTLET WAVE 2: Wolves are circling in!
eventAECDruidGauntletWave3_msg,gameevents,,,GAUNTLET WAVE 3: The stags are charging!
eventAECDruidGauntletWave4_msg,gameevents,,,GAUNTLET WAVE 4: Boars are rushing the zone!
eventAECDruidGauntletWave5_msg,gameevents,,,GAUNTLET WAVE 5: Giant explosive chickens inbound!
eventAECDruidGauntletWave6_msg,gameevents,,,GAUNTLET WAVE 6: Bears are entering the hunt!
eventAECDruidGauntletWave7_msg,gameevents,,,GAUNTLET WAVE 7: The boss boars are here!
eventAECDruidGauntletWave8_msg,gameevents,,,GAUNTLET WAVE 8: C4 wolves are sprinting toward you!
eventAECDruidGauntletWave9_msg,gameevents,,,GAUNTLET WAVE 9: Zombie bears and dire wolves are closing in!
eventAECDruidGauntletWave10_msg,gameevents,,,GAUNTLET FINAL WAVE: The full menagerie is charging!
eventAECDruidGauntletBossSpawn_msg,gameevents,,,BOSS: The Druid emerges after the gauntlet. End it!
AECTheMechanicianBoss,entityclasses,Entity,,[FF4500]BOSS[-] The Mechanician
AECMechanicianMinion02,entityclasses,Entity,,[7FDBFF]Mechanician Minion[-]
AECMechanicianBossLootBag,entityclasses,Entity,,[FF4500]BOSS[-] [FFD700]Mechanician's Loot Bag[-]
AECMechanicianMinionLootBag,entityclasses,Entity,,[7FDBFF]Mechanician Minion's Loot Bag[-]
buffAECMechanicianPlayerAura,,,,"[FF4500]THE MECHANICIAN NEARBY[-]"
buffAECMechanicianPlayerAuraDesc,,,,"The Mechanician is close. Expect aggressive melee pressure, burning projectiles, and repeated minion reinforcements."
itemAECMechanicianHead,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Head[-]"
itemAECMechanicianHead_desc,,,,"The severed head of The Mechanician. Metal shards and scar tissue still cling to it. Proof the machine-minded brute is finally dead."
itemAECMechanicianArm,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Arm[-]"
itemAECMechanicianArm_desc,,,,"One of The Mechanician's ruined arms. Dense, scarred, and fitted with scrap-built hardware. Trophy buyers will pay for it."
itemAECMechanicianLeg,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Leg[-]"
itemAECMechanicianLeg_desc,,,,"A heavy leg torn from The Mechanician's corpse. Half flesh, half workshop accident. Valuable to the right collector."
itemAECMechanicianTorso,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Torso[-]"
itemAECMechanicianTorso_desc,,,,"The armored torso of The Mechanician. A grotesque wall of muscle, leather, and welded scrap. Hard-earned proof of the kill."
itemAECMechanicianHeart,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Heart[-]"
itemAECMechanicianHeart_desc,,,,"The Mechanician's heart, still warm beneath layers of scar tissue and grease. Rare, revolting, and worth a fortune."
itemAECMechanicianHuntBundle,,,,"[FF4500]AEC[-] [FFD700]Mechanician Boss Trophy Bundle[-]"
itemAECMechanicianHuntBundle_desc,,,,"Open to receive random trophies from The Mechanician's corpse: arm, leg, torso, head, or the rare heart."
itemAECMechanicianWaveBundle,,,,"[FF4500]AEC[-] [7FDBFF]Mechanician Minion Trophy Bundle[-]"
itemAECMechanicianWaveBundle_desc,,,,"Open to receive a random trophy reward from The Mechanician encounter."
itemAECMechanicianWaveContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Mechanician Contract: Minion Horde[-]"
itemAECMechanicianWaveContract_desc,,,,"A survival contract against three waves of The Mechanician's minions. Hold your ground while his knife fighters close in."
itemAECMechanicianHuntContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Mechanician Contract: Boss Hunt[-]"
itemAECMechanicianHuntContract_desc,,,,"A lethal bounty contract targeting The Mechanician. Survive three waves of minions, then kill the boss himself."
itemAECMechanicianDefenseWaveContract,,,,"[FF0000]AEC 3★ |[-] [FFD700]Mechanician Contract: Minion Defense[-]"
itemAECMechanicianDefenseWaveContract_desc,,,,"A defense contract: hold a location against three waves of The Mechanician's minions. Expect close-quarters pressure and no clean escape."
itemAECMechanicianDefenseHuntContract,,,,"[FF0000]AEC 4★ |[-] [FF9900]Mechanician Contract: Boss Siege[-]"
itemAECMechanicianDefenseHuntContract_desc,,,,"The hardest Mechanician contract: defend a location against his horde, then finish the boss on-site."
questAECMechanicianWave_name,quests,,,"[FF4500]Horde: Mechanician's Minions[-]"
questAECMechanicianWave_subtitle,quests,,,T3 Horde Defense
questAECMechanicianWave_description,quests,,,"Activate the rally, place the lure, then hold the line and wipe out all three Mechanician waves."
questAECMechanicianWave_offer,quests,,,"The Mechanician is sending his minions in force. Get there, trigger the rally, place the lure, and stop them."
questAECMechanicianWave_statement,quests,,,"survive three waves of Mechanician minions."
questAECMechanicianWave_response,quests,,,"AEC HORDE - [FF4500]Horde: Mechanician's Minions[-]"
questAECMechanicianWave_completion,quests,,,"Three waves down. Good work. Here's your reward."
questAECMechanicianHunt_name,quests,,,"[FF4500]Hunt: BOSS The Mechanician[-]"
questAECMechanicianHunt_subtitle,quests,,,T4 Boss Hunt
questAECMechanicianHunt_description,quests,,,"Activate the rally, place the lure, survive three organized waves, then kill The Mechanician."
questAECMechanicianHunt_offer,quests,,,"Big contract. The Mechanician is marching with his whole crew. Trigger the rally, place the lure, survive the waves, then finish the boss."
questAECMechanicianHunt_statement,quests,,,"survive three waves of minions, then kill The Mechanician."
questAECMechanicianHunt_response,quests,,,"AEC HORDE - [FF4500]Hunt: BOSS The Mechanician[-]"
questAECMechanicianHunt_completion,quests,,,"The Mechanician is dead. Collect your reward."
questAECMechanicianDefenseWave_name,quests,,,"[FF4500]Defense: Mechanician's Horde[-]"
questAECMechanicianDefenseWave_subtitle,quests,,,T3 POI Defense
questAECMechanicianDefenseWave_description,quests,,,"Clear the POI first, then survive waves of the Mechanician's minions."
questAECMechanicianDefenseWave_offer,quests,,,"I've got a defense contract. The Mechanician's crew is swarming a location and I need someone to hold it through all three waves."
questAECMechanicianDefenseWave_statement,quests,,,"Reach the location and hold through three waves of Mechanician minions."
questAECMechanicianDefenseWave_response,quests,,,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECMechanicianDefenseWave_completion,quests,,,"Position held. Three waves cleared. Here's your cut."
questAECMechanicianDefenseHunt_name,quests,,,"[FF4500]Siege: BOSS The Mechanician[-]"
questAECMechanicianDefenseHunt_subtitle,quests,,,T4 POI Siege
questAECMechanicianDefenseHunt_description,quests,,,"Clear the POI first, then survive waves of the Mechanician's minions and kill The Mechanician."
questAECMechanicianDefenseHunt_offer,quests,,,"Hard contract. The Mechanician is entrenched with his whole crew. Hold the site, survive the waves, then finish him."
questAECMechanicianDefenseHunt_statement,quests,,,"Reach the location, survive three waves, then kill The Mechanician."
questAECMechanicianDefenseHunt_response,quests,,,"AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECMechanicianDefenseHunt_completion,quests,,,"You took him down on his own ground. Here's your reward."
questAECMechanician_obj_wave1,quests,,,"Wave 1: Kill Mechanician Minions"
questAECMechanician_obj_wave2,quests,,,"Wave 2: Kill Mechanician Minions"
questAECMechanician_obj_wave3,quests,,,"Wave 3: Kill Mechanician Minions"
questAECMechanicianHunt_obj_kill,quests,,,"Kill BOSS The Mechanician"
questAECMechanicianDefenseHunt_obj_kill,quests,,,"Kill BOSS The Mechanician"
eventAECMechanicianWaveArrival_msg,gameevents,,,ALERT: Mechanician minions are converging on your position. Prepare for contact!
eventAECMechanicianWave1_msg,gameevents,,,WAVE 1: Mechanician minions are advancing!
eventAECMechanicianWave2_msg,gameevents,,,WAVE 2: More of The Mechanician's crew are incoming!
eventAECMechanicianWave3_msg,gameevents,,,FINAL WAVE: The last wave is crashing into your position!
eventAECMechanicianHuntArrival_msg,gameevents,,,ALERT: The Mechanician is moving with his full escort. Survive the waves, then kill the boss!
eventAECMechanicianHuntBossSpawn_msg,gameevents,,,BOSS: The Mechanician has entered the fight. Finish this now!
eventAECMechanicianDefenseWaveArrival_msg,gameevents,,,DEFENSE: Mechanician minions are swarming this location. Hold the position!
eventAECMechanicianDefenseHuntArrival_msg,gameevents,,,DEFENSE: The Mechanician's force is attacking this location. Survive the waves, then face the boss!
eventAECMechanicianDefenseHuntBossSpawn_msg,gameevents,,,BOSS: The Mechanician is on-site. End the siege!
itemAECHeadlessMinionPatrolContract,,,,[FF0000]AEC 1★ |[-] [FFD700]Headless Contract: Minion Patrol[-]
itemAECHeadlessMinionPatrolContract_desc,,,,Starts a blue wilderness contract. Travel to the marked site, activate the lure, and survive three 4-minion Headless waves.
itemAECHeadlessMinionPatrolPOIContract,,,,[FF0000]AEC 1★ |[-] [FFD700]Headless Contract: POI Patrol[-]
itemAECHeadlessMinionPatrolPOIContract_desc,,,,Starts a blue POI contract. Reach the target site and survive three 4-minion Headless waves.
itemAECHeadlessGhostMinionPatrolContract,,,,[FF0000]AEC 1★ |[-] [FFD700]Headless Contract: Shrouded Patrol[-]
itemAECHeadlessGhostMinionPatrolContract_desc,,,,Starts a blue wilderness contract with mixed Ghost and Headless minion waves.
itemAECHeadlessMinionAssaultContract,,,,[FF0000]AEC 2★ |[-] [FFD700]Headless Contract: Minion Assault[-]
itemAECHeadlessMinionAssaultContract_desc,,,,Starts a green wilderness contract. Travel to the marked site, activate the lure, and survive three 5-minion Headless waves.
itemAECHeadlessMinionAssaultPOIContract,,,,[FF0000]AEC 2★ |[-] [FFD700]Headless Contract: POI Assault[-]
itemAECHeadlessMinionAssaultPOIContract_desc,,,,Starts a green POI contract. Reach the target site and survive three 5-minion Headless waves.
itemAECHeadlessGhostMinionAssaultContract,,,,[FF0000]AEC 2★ |[-] [FFD700]Headless Contract: Shrouded Assault[-]
itemAECHeadlessGhostMinionAssaultContract_desc,,,,Starts a green wilderness contract with mixed Ghost and Headless assault waves.
itemAECHeadlessBloodyMarchContract,,,,[FF0000]AEC 3★ |[-] [FFD700]Headless Contract: Bloody March[-]
itemAECHeadlessBloodyMarchContract_desc,,,,Contract: Survive three wilderness waves of marching Headless dead.
itemAECHeadlessBloodBreachContract,,,,[FF0000]AEC 3★ |[-] [FFD700]Headless Contract: Blood Breach[-]
itemAECHeadlessBloodBreachContract_desc,,,,Contract: Defend a marked site against three Headless breach waves.
itemAECHeadlessShatteredParadeContract,,,,[FF0000]AEC 3★ |[-] [FFD700]Headless Contract: Shattered Parade[-]
itemAECHeadlessShatteredParadeContract_desc,,,,Contract: Survive three mixed Ghost and Headless parade waves.
itemAECHeadlessHuntContract,,,,[FF0000]AEC 5★ |[-] [FF0000]Headless Contract: Hunt[-]
itemAECHeadlessHuntContract_desc,,,,Contract: Survive three elite Headless waves and kill The Headless.
itemAECHeadlessDefenseContract,,,,[FF0000]AEC 5★ |[-] [FF0000]Headless Contract: Defense[-]
itemAECHeadlessDefenseContract_desc,,,,Contract: Hold a marked site through three elite Headless waves and kill The Headless.
itemAECHeadlessDoubleBreakContract,,,,[FF0000]AEC 6★ |[-] [C77DFF]Headless Contract: Double Break[-]
itemAECHeadlessDoubleBreakContract_desc,,,,Contract: Break five Headless court waves and kill two Headless bosses.
itemAECHeadlessGhostCourtContract,,,,[FF0000]AEC 6★ |[-] [C77DFF]Headless Contract: Ghost Court[-]
itemAECHeadlessGhostCourtContract_desc,,,,Contract: Survive five mixed Ghost and Headless waves, then kill both bosses.
itemAECBloodBroodAndGallowsContract,,,,[FF0000]AEC 7★ |[-] [FF4DFF]Legendary Contract: Blood, Brood and Gallows[-]
itemAECBloodBroodAndGallowsContract_desc,,,,A legendary wilderness contract. Survive mixed minion waves, then kill Mykir, The Executioner, and The Headless together.
questAECHeadlessMinionPatrol_name,quests,,,[00C8FF]Blue Contract: Headless Minion Patrol[-]
questAECHeadlessMinionPatrolPOI_name,quests,,,[00C8FF]Blue Contract: Headless POI Patrol[-]
questAECHeadlessGhostMinionPatrol_name,quests,,,[00C8FF]Blue Contract: Shrouded Patrol[-]
questAECHeadlessGhostMinionPatrol_description,quests,,,Activate the rally, place the lure, and survive three mixed Ghost and Headless patrol waves.
questAECHeadlessGhostMinionPatrol_offer,quests,,,Ghost scouts are moving with Headless bodies tonight. Trigger the rally, place the lure, and wipe out the mixed patrol.
questAECHeadlessGhostMinionPatrol_statement,quests,,,I will place the lure and clear the mixed patrol.
questAECHeadlessGhostMinionPatrol_response,quests,,,AEC HORDE - [FF4500]Shrouded Patrol[-]
questAECHeadlessGhostMinionPatrol_completion,quests,,,The mixed patrol has been destroyed.
questAECHeadlessMinionAssault_name,quests,,,[32CD32]Green Contract: Headless Minion Assault[-]
questAECHeadlessMinionAssaultPOI_name,quests,,,[32CD32]Green Contract: Headless POI Assault[-]
questAECHeadlessGhostMinionAssault_name,quests,,,[32CD32]Green Contract: Shrouded Assault[-]
questAECHeadlessGhostMinionAssault_description,quests,,,Activate the rally, place the lure, and survive three mixed Ghost and Headless assault waves.
questAECHeadlessGhostMinionAssault_offer,quests,,,The line is thicker tonight. Ghosts are screening a Headless push. Trigger the rally, place the lure, and break the assault.
questAECHeadlessGhostMinionAssault_statement,quests,,,I will place the lure and break the mixed assault.
questAECHeadlessGhostMinionAssault_response,quests,,,AEC HORDE - [FF4500]Shrouded Assault[-]
questAECHeadlessGhostMinionAssault_completion,quests,,,The mixed assault has been broken.
questAECHeadlessBloodyMarch_name,quests,,,[CDD7E3]Bloody March[-]
questAECHeadlessBloodyMarch_subtitle,quests,,,Headless T3 Horde
questAECHeadlessBloodyMarch_description,quests,,,Activate the rally, place the lure, then break all three waves of the Bloody March.
questAECHeadlessBloodyMarch_offer,quests,,,A bleeding procession is dragging itself across the open ground. Trigger the rally, place the lure, and stop it.
questAECHeadlessBloodyMarch_statement,quests,,,I will activate the rally, place the lure, and break the Bloody March.
questAECHeadlessBloodyMarch_response,quests,,,AEC HORDE - [FF4500]Bloody March[-]
questAECHeadlessBloodyMarch_completion,quests,,,The Bloody March has ended.
questAECHeadlessBloodBreach_name,quests,,,[CDD7E3]Blood Breach[-]
questAECHeadlessBloodBreach_subtitle,quests,,,Headless T3 Defense
questAECHeadlessBloodBreach_description,quests,,,Secure the marked site and survive three Headless breach waves.
questAECHeadlessBloodBreach_offer,quests,,,A Headless pack is forcing its way through a nearby strongpoint. Reach the site and hold the breach.
questAECHeadlessBloodBreach_statement,quests,,,I will hold the site and break the breach.
questAECHeadlessBloodBreach_response,quests,,,AEC POI DEFENSE - [FF4500]Blood Breach[-]
questAECHeadlessBloodBreach_completion,quests,,,The breach has been sealed.
questAECHeadlessShatteredParade_name,quests,,,[CDD7E3]Shattered Parade[-]
questAECHeadlessShatteredParade_subtitle,quests,,,Headless T3 Horde
questAECHeadlessShatteredParade_description,quests,,,Activate the rally, place the lure, then survive three mixed Ghost and Headless parade waves.
questAECHeadlessShatteredParade_offer,quests,,,Ghosts and Headless corpses are answering the same lure. Trigger the rally, place it, and tear the parade apart.
